R_package,method,objective_name,dimension,starting_point,lower_bound,upper_bound,max_iterations,max_evaluations,all_params,value,solution,number_of_iterations,number_of_evaluations,convergence,message,execution_time,time_units,time_cluster
DEoptim,DEoptim,Rosenbrock,20,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",3000,-,"fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(itermax = 3000, reltol = 0)",10.5387130344058,"(0.988982283797402, 0.992990133033984, 0.992027170344397, 0.970954806953069, 0.929876419601272, 0.861086983416589, 0.738486231120258, 0.570294685150045, 0.324375627478091, 0.121658701836001, 0.020416159550693, 0.0104614385565438, 0.01021184250533, 0.0102084991055793, 0.0102084242226997, 0.0102084234861173, 0.0102083367667439, 0.0102042105487535, 0.0100040851231407, 0.000100081502228715)",3000,6002,-,-,10.175904750824,secs,10
pso,psoptim,Rosenbrock,20,"(-0.127759932074696, -0.143013887573034, -2.54117456031963, 4.65816899202764, 2.65549724223092, -2.06234035314992, -1.13022892735898, 2.97345873434097, -2.833548898343, -1.85524328611791, -1.76136195659637, -2.84207596909255, -4.04653714969754, 3.19046002347022, 4.2662251740694, -2.61348161613569, -1.52898628730327, -4.20222801389173, -4.42436543060467, 1.47646181285381)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",15000,-,"par = c(-0.127759932074696, -0.143013887573034, -2.54117456031963, 4.65816899202764, 2.65549724223092, -2.06234035314992, -1.13022892735898, 2.97345873434097, -2.833548898343, -1.85524328611791, -1.76136195659637, -2.84207596909255, -4.04653714969754, 3.19046002347022, 4.2662251740694, -2.61348161613569, -1.52898628730327, -4.20222801389173, -4.42436543060467, 1.47646181285381), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxit = 15000, reltol = 0)",3.98662464709683,"(-0.993286773470083, 0.996651916550002, 0.998331745393174, 0.999168903471364, 0.999586805086396, 0.999793984800876, 0.99989626620967, 0.999946204055265, 0.999971863193704, 0.999984575991497, 0.999990627817019, 0.999990051919974, 0.999984831602828, 0.999972230316517, 0.999949389609404, 0.999900946705419, 0.999804431046232, 0.999612563813413, 0.999228993344824, 0.998458509691566)",15000,270000,2,Maximal number of iterations reached,9.76030039787292,secs,10
nloptr,sbplx,Rosenbrock,20,"(-0.127759932074696, -0.143013887573034, -2.54117456031963, 4.65816899202764, 2.65549724223092, -2.06234035314992, -1.13022892735898, 2.97345873434097, -2.833548898343, -1.85524328611791, -1.76136195659637, -2.84207596909255, -4.04653714969754, 3.19046002347022, 4.2662251740694, -2.61348161613569, -1.52898628730327, -4.20222801389173, -4.42436543060467, 1.47646181285381)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,"9,00E+05","x0 = c(-0.127759932074696, -0.143013887573034, -2.54117456031963, 4.65816899202764, 2.65549724223092, -2.06234035314992, -1.13022892735898, 2.97345873434097, -2.833548898343, -1.85524328611791, -1.76136195659637, -2.84207596909255, -4.04653714969754, 3.19046002347022, 4.2662251740694, -2.61348161613569, -1.52898628730327, -4.20222801389173, -4.42436543060467, 1.47646181285381), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxeval = 9e+05, xtol_rel = 0)",3.98662385429223,"(-0.99328610043131, 0.996651074277698, 0.998330318790763, 0.999167736497599, 0.999585200973326, 0.999793275826662, 0.999896976488413, 0.999948654756508, 0.999974405701848, 0.999987230180267, 0.999993607177134, 0.999996754810108, 0.999998263738257, 0.999998896273128, 0.9999989709626, 0.999998530400708, 0.999997348346735, 0.999994828366517, 0.999989698902516, 0.999979396728113)",523692,-,4,NLOPT_XTOL_REACHED: Optimization stopped because xtol_rel or xtol_abs (above) was reached.,6.14891481399536,secs,10
nloptr,cobyla,Rosenbrock,20,"(-0.127759932074696, -0.143013887573034, -2.54117456031963, 4.65816899202764, 2.65549724223092, -2.06234035314992, -1.13022892735898, 2.97345873434097, -2.833548898343, -1.85524328611791, -1.76136195659637, -2.84207596909255, -4.04653714969754, 3.19046002347022, 4.2662251740694, -2.61348161613569, -1.52898628730327, -4.20222801389173, -4.42436543060467, 1.47646181285381)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,"3,00E+05","x0 = c(-0.127759932074696, -0.143013887573034, -2.54117456031963, 4.65816899202764, 2.65549724223092, -2.06234035314992, -1.13022892735898, 2.97345873434097, -2.833548898343, -1.85524328611791, -1.76136195659637, -2.84207596909255, -4.04653714969754, 3.19046002347022, 4.2662251740694, -2.61348161613569, -1.52898628730327, -4.20222801389173, -4.42436543060467, 1.47646181285381), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxeval = 3e+05, xtol_rel = 0)",0.0160159079290908,"(0.99998953395765, 0.999986735321403, 0.999999555375128, 1.00000912937869, 0.999996670457334, 1.00000676490442, 0.999990524014663, 0.999951245645788, 0.999904982429996, 0.999762916591249, 0.999556923913518, 0.999132591381725, 0.998239543054726, 0.99646571614032, 0.992890638838798, 0.985823781553923, 0.971800783890201, 0.944174130091028, 0.891257762888339, 0.794257085189669)",300000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,9.97742676734924,secs,10
GA,ga,Rosenbrock,20,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",6000,-,"type = real-valued, fitness = function (x) 
{
    return(-Rosenbrock(x))
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), maxiter = 6000",18.1197196318778,"(0.341471031308174, 0.11634349822998, 0.0197144746780396, 0.00566521286964417, 0.00643602013587952, -0.00203694403171539, -0.00656174123287201, 0.0169952064752579, 0.00117246806621552, 0.0174472779035568, 0.021524503827095, 0.0073784738779068, 0.00689254701137543, 0.015580415725708, 0.0051083117723465, 0.010514035820961, 0.0074351578950882, 0.00945866107940674, -0.00258806347846985, -0.004083052277565)",6000,-,-,-,13.8565487861633,secs,10
DEoptim,DEoptim,Rosenbrock,20,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",3000,-,"fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(itermax = 3000, reltol = 0)",10.2711906928078,"(0.993235907538197, 0.991292850118454, 0.979320195788302, 0.968385912269125, 0.936652328769119, 0.891057847491148, 0.789942625071957, 0.614756304517627, 0.370079150780181, 0.145690744356723, 0.0198283877780827, 0.0105803366330992, 0.0102102633725254, 0.0102084591749662, 0.0102084233870409, 0.0102084230695873, 0.0102083380922947, 0.0102042105332668, 0.0100040879540477, 0.000100080294571997)",3000,6002,-,-,12.0352635383606,secs,10
pso,psoptim,Rosenbrock,20,"(-0.324596017599106, -4.3309695716016, 1.02122328709811, 2.1237035561353, -0.843224201817065, -0.97354399971664, 4.28341072052717, 2.80825377441943, -2.13689995231107, -4.5968058751896, 3.92427066341043, 1.4096557488665, 1.21839673491195, 3.29727266915143, -0.0882731075398624, 3.22921445593238, -1.13913907436654, -4.02177514508367, -3.41236482141539, 4.85086895991117)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",15000,-,"par = c(-0.324596017599106, -4.3309695716016, 1.02122328709811, 2.1237035561353, -0.843224201817065, -0.97354399971664, 4.28341072052717, 2.80825377441943, -2.13689995231107, -4.5968058751896, 3.92427066341043, 1.4096557488665, 1.21839673491195, 3.29727266915143, -0.0882731075398624, 3.22921445593238, -1.13913907436654, -4.02177514508367, -3.41236482141539, 4.85086895991117), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxit = 15000, reltol = 0)",1.31604554136783e-05,"(1.00000172498945, 1.00000154225649, 1.00000418698155, 0.999990726396971, 0.999995316598712, 0.999995009940684, 0.999996204666859, 1.00000015504266, 0.999999651477661, 0.999992439405667, 0.999990849378317, 0.999978008679949, 0.999949629049568, 0.999895168656016, 0.999799522868644, 0.999603884936276, 0.999215796367773, 0.998433739998528, 0.996875512539978, 0.993746581737434)",15000,270000,2,Maximal number of iterations reached,10.0363042354584,secs,10
nloptr,sbplx,Rosenbrock,20,"(-0.324596017599106, -4.3309695716016, 1.02122328709811, 2.1237035561353, -0.843224201817065, -0.97354399971664, 4.28341072052717, 2.80825377441943, -2.13689995231107, -4.5968058751896, 3.92427066341043, 1.4096557488665, 1.21839673491195, 3.29727266915143, -0.0882731075398624, 3.22921445593238, -1.13913907436654, -4.02177514508367, -3.41236482141539, 4.85086895991117)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,"9,00E+05","x0 = c(-0.324596017599106, -4.3309695716016, 1.02122328709811, 2.1237035561353, -0.843224201817065, -0.97354399971664, 4.28341072052717, 2.80825377441943, -2.13689995231107, -4.5968058751896, 3.92427066341043, 1.4096557488665, 1.21839673491195, 3.29727266915143, -0.0882731075398624, 3.22921445593238, -1.13913907436654, -4.02177514508367, -3.41236482141539, 4.85086895991117), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxeval = 9e+05, xtol_rel = 0)",6.45575711622523e-07,"(1.00000000161774, 0.999999992284983, 0.999999985116449, 0.9999999703872, 0.999999949285421, 0.99999990157602, 0.999999821689924, 0.999999660450545, 0.999999328039924, 0.999998640975096, 0.99999726690459, 0.999994520524792, 0.99998914239034, 0.999978283060138, 0.999956554935692, 0.999913431214807, 0.999826489000208, 0.999652068020671, 0.999304699069497, 0.998607009847933)",900000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,10.1282558441162,secs,10
nloptr,cobyla,Rosenbrock,20,"(-0.324596017599106, -4.3309695716016, 1.02122328709811, 2.1237035561353, -0.843224201817065, -0.97354399971664, 4.28341072052717, 2.80825377441943, -2.13689995231107, -4.5968058751896, 3.92427066341043, 1.4096557488665, 1.21839673491195, 3.29727266915143, -0.0882731075398624, 3.22921445593238, -1.13913907436654, -4.02177514508367, -3.41236482141539, 4.85086895991117)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,"3,00E+05","x0 = c(-0.324596017599106, -4.3309695716016, 1.02122328709811, 2.1237035561353, -0.843224201817065, -0.97354399971664, 4.28341072052717, 2.80825377441943, -2.13689995231107, -4.5968058751896, 3.92427066341043, 1.4096557488665, 1.21839673491195, 3.29727266915143, -0.0882731075398624, 3.22921445593238, -1.13913907436654, -4.02177514508367, -3.41236482141539, 4.85086895991117), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxeval = 3e+05, xtol_rel = 0)",0.504519366655685,"(1.00002473186914, 1.00002302317987, 1.00002876359865, 0.999970134729862, 0.999963125298267, 0.999909858176619, 0.999791277754251, 0.999587221112199, 0.999247763085797, 0.998374598176091, 0.996810992937124, 0.993690095945463, 0.987257201750404, 0.974602252122942, 0.949670345418633, 0.901628413438511, 0.812184033259714, 0.657986120303518, 0.429254586143307, 0.17342414250594)",300000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,10.1622703075409,secs,10
GA,ga,Rosenbrock,20,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",6000,-,"type = real-valued, fitness = function (x) 
{
    return(-Rosenbrock(x))
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), maxiter = 6000",17.8759985447444,"(0.422348439693451, 0.165352419018745, 0.0329094231128693, 0.000390812754631042, 0.00967474281787872, 0.00232475996017456, 0.00773003697395325, 0.00694142282009125, 0.0022750049829483, 0.0118180811405182, 0.00373417139053345, 0.00447943806648254, 0.00974249839782715, 0.0118167251348495, 0.00451467931270599, 0.0106412172317505, 0.00816643238067627, 0.0204630047082901, 0.0119985640048981, 0.00799350440502167)",6000,-,-,-,13.5126738548279,secs,10
DEoptim,DEoptim,Rosenbrock,20,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",3000,-,"fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(itermax = 3000, reltol = 0)",10.7876017608363,"(0.995822881007117, 0.99066805033114, 0.986918277192655, 0.958603961733378, 0.912700077966965, 0.832059963473398, 0.696169872831582, 0.485153011334041, 0.247987604689689, 0.063444837558086, 0.0137598075679214, 0.0102848627768881, 0.0102099470365243, 0.0102084448614839, 0.0102084254965185, 0.0102084196361027, 0.0102083347654773, 0.0102042114459847, 0.0100040842651451, 0.000100080619478317)",3000,6002,-,-,10.1170651912689,secs,10
pso,psoptim,Rosenbrock,20,"(-3.22512537473813, 4.70172101166099, 1.22304074466228, -1.31815815111622, 4.02416887693107, -4.7604283480905, -4.52559528173879, 2.80849825358018, 0.550635221879929, 1.28409224795178, 0.340364160947502, 2.85941275535151, 1.13141559064388, -3.08513153344393, 2.38402496557683, 4.51043241890147, 1.18283811723813, 1.84692367445678, -2.49968924326822, -2.99451368395239)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",15000,-,"par = c(-3.22512537473813, 4.70172101166099, 1.22304074466228, -1.31815815111622, 4.02416887693107, -4.7604283480905, -4.52559528173879, 2.80849825358018, 0.550635221879929, 1.28409224795178, 0.340364160947502, 2.85941275535151, 1.13141559064388, -3.08513153344393, 2.38402496557683, 4.51043241890147, 1.18283811723813, 1.84692367445678, -2.49968924326822, -2.99451368395239), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxit = 15000, reltol = 0)",0.00014804455718526,"(1.00004101126149, 1.00004679913045, 1.0000058452692, 1.0000105006786, 0.999996117422448, 1.00002396369387, 1.00001239287179, 1.00002850721197, 1.00001786868911, 1.00001342080827, 1.00000221193646, 0.99994863424964, 0.999856800570159, 0.999638080193762, 0.999267503468387, 0.998636120162802, 0.997375699051206, 0.994793693138832, 0.989729146454953, 0.979577634475934)",15000,270000,2,Maximal number of iterations reached,9.69184994697571,secs,10
nloptr,sbplx,Rosenbrock,20,"(-3.22512537473813, 4.70172101166099, 1.22304074466228, -1.31815815111622, 4.02416887693107, -4.7604283480905, -4.52559528173879, 2.80849825358018, 0.550635221879929, 1.28409224795178, 0.340364160947502, 2.85941275535151, 1.13141559064388, -3.08513153344393, 2.38402496557683, 4.51043241890147, 1.18283811723813, 1.84692367445678, -2.49968924326822, -2.99451368395239)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,"9,00E+05","x0 = c(-3.22512537473813, 4.70172101166099, 1.22304074466228, -1.31815815111622, 4.02416887693107, -4.7604283480905, -4.52559528173879, 2.80849825358018, 0.550635221879929, 1.28409224795178, 0.340364160947502, 2.85941275535151, 1.13141559064388, -3.08513153344393, 2.38402496557683, 4.51043241890147, 1.18283811723813, 1.84692367445678, -2.49968924326822, -2.99451368395239), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxeval = 9e+05, xtol_rel = 0)",2.0135100231469e-07,"(0.999999994668286, 0.999999991871625, 0.999999982223759, 0.999999979618766, 0.999999976377767, 0.999999953810934, 0.99999990580909, 0.999999813027268, 0.999999624378914, 0.999999254020853, 0.99999850622684, 0.999997020946278, 0.999994016992964, 0.999987971324598, 0.999975884426939, 0.999951602221457, 0.999903170878751, 0.999805843228299, 0.999611731737999, 0.999221664360948)",900000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,10.0128943920135,secs,10
nloptr,cobyla,Rosenbrock,20,"(-3.22512537473813, 4.70172101166099, 1.22304074466228, -1.31815815111622, 4.02416887693107, -4.7604283480905, -4.52559528173879, 2.80849825358018, 0.550635221879929, 1.28409224795178, 0.340364160947502, 2.85941275535151, 1.13141559064388, -3.08513153344393, 2.38402496557683, 4.51043241890147, 1.18283811723813, 1.84692367445678, -2.49968924326822, -2.99451368395239)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,"3,00E+05","x0 = c(-3.22512537473813, 4.70172101166099, 1.22304074466228, -1.31815815111622, 4.02416887693107, -4.7604283480905, -4.52559528173879, 2.80849825358018, 0.550635221879929, 1.28409224795178, 0.340364160947502, 2.85941275535151, 1.13141559064388, -3.08513153344393, 2.38402496557683, 4.51043241890147, 1.18283811723813, 1.84692367445678, -2.49968924326822, -2.99451368395239), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxeval = 3e+05, xtol_rel = 0)",6.9696458008141,"(-0.993167939348824, 0.996587173991285, 0.998331907717672, 0.998847949808361, 0.999119083316201, 0.998964264514971, 0.998294041489383, 0.997046869610555, 0.993829852803252, 0.987704535732322, 0.975684835732659, 0.95191474729657, 0.905798132928814, 0.819893806729913, 0.671170125124298, 0.446930992605447, 0.211571346596324, 0.0551313901002084, 0.012919107388044, -0.000243659321996905)",300000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,9.99853849411011,secs,10
GA,ga,Rosenbrock,20,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",6000,-,"type = real-valued, fitness = function (x) 
{
    return(-Rosenbrock(x))
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), maxiter = 6000",17.6820142866674,"(0.471619457006454, 0.226521670818329, 0.0591787546873093, 0.00252807140350342, 0.0191297382116318, 0.0127486437559128, 0.0200502574443817, 0.0140641629695892, 0.0188530087471008, 0.00636175274848938, 0.00977960228919983, -0.002972811460495, 0.00730864703655243, 0.00962115824222565, 0.013415202498436, 0.00458317995071411, 0.0164141952991486, 0.00964970886707306, 0.0186417102813721, -0.00733895599842072)",6000,-,-,-,13.6190462112427,secs,10
DEoptim,DEoptim,Rosenbrock,20,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",3000,-,"fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(itermax = 3000, reltol = 0)",10.2151843768605,"(0.99641777527663, 0.99110689858809, 0.980917306365514, 0.965898083845757, 0.937605623777336, 0.884581616130314, 0.781177631652712, 0.608436684724736, 0.384483350428444, 0.162204071243217, 0.0264426982013079, 0.0107833894843114, 0.0102186984647549, 0.0102085019971784, 0.0102084258065672, 0.0102084190737798, 0.010208335194162, 0.0102042090832911, 0.0100040864538819, 0.000100081707672161)",3000,6002,-,-,9.95375394821167,secs,10
pso,psoptim,Rosenbrock,20,"(4.2292916518636, 4.42285106983036, -1.64827709086239, 1.49881123332307, 4.54356789821759, 3.25590128777549, -2.63338661752641, -0.334997428581119, 3.34544632816687, -4.30661012884229, -0.577131628524512, 1.82388599961996, 0.442548131104559, -4.69659471418709, -0.258411029353738, -0.43801729567349, -0.829295553267002, -0.739045985974371, 1.85855604941025, -3.99254555581138)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",15000,-,"par = c(4.2292916518636, 4.42285106983036, -1.64827709086239, 1.49881123332307, 4.54356789821759, 3.25590128777549, -2.63338661752641, -0.334997428581119, 3.34544632816687, -4.30661012884229, -0.577131628524512, 1.82388599961996, 0.442548131104559, -4.69659471418709, -0.258411029353738, -0.43801729567349, -0.829295553267002, -0.739045985974371, 1.85855604941025, -3.99254555581138), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxit = 15000, reltol = 0)",3.98663000402436,"(-0.993290119277111, 0.996650812774586, 0.998329117975113, 0.999165653829066, 0.999583496194727, 0.999794058397557, 0.999895650127613, 0.999949644927929, 0.999974536146362, 0.999982834112371, 0.99998562497226, 0.999979523352444, 0.999965695105733, 0.999930176352441, 0.999859138789034, 0.999724645075199, 0.999458584447051, 0.998931206039555, 0.997857605091726, 0.995713113125662)",15000,270000,2,Maximal number of iterations reached,9.66228842735291,secs,10
